iter	Logloss
136	0.03610184683
137	0.03597189669
138	0.03558091738
139	0.03524593884
140	0.03483613859
141	0.03465221204
142	0.03440931718
143	0.03419713736
144	0.03394758955
145	0.0335208988
146	0.03313602108
147	0.03271461613
148	0.03241335137
149	0.03220090335
150	0.03187579558
151	0.03167842977
152	0.03155191718
153	0.03129528121
154	0.03106252638
155	0.03090722724
156	0.03078414957
157	0.03057013789
158	0.03027899025
159	0.02989280145
160	0.02962118289
161	0.02944295748
162	0.02927507467
163	0.0288932826
164	0.02864293617
165	0.02847986508
166	0.02809773537
167	0.02790501893
168	0.02772797941
169	0.02747803971
170	0.02738512469
171	0.02728812657
172	0.02715596456
173	0.02701484794
174	0.02690128512
175	0.02684543846
176	0.02671347287
177	0.02662731214
178	0.02642918289
179	0.02641252781
180	0.02634227646
181	0.02615026073
182	0.0260287371
183	0.02592960438
184	0.02559118331
185	0.02540428212
186	0.02510517071
187	0.02494736206
188	0.02486298816
189	0.02476170577
190	0.02458504997
191	0.0242959339
192	0.02422992537
193	0.02415883146
194	0.02404280099
195	0.02384848544
196	0.02371452503
197	0.02359999507
198	0.02334002189
199	0.02323243626
200	0.02312277936
201	0.02287980869
202	0.02282418618
203	0.02269907345
204	0.02263725301
205	0.02260984333
206	0.02251021193
207	0.02230323653
208	0.02218755999
209	0.02212933909
210	0.02196859831
211	0.02188965675
212	0.02178695697
213	0.02166578388
214	0.0215414543
215	0.02137003048
216	0.02133117405
217	0.02126016001
218	0.02123014073
219	0.02117588688
220	0.02104833635
221	0.02101074286
222	0.02094913641
223	0.02080839242
224	0.02063944601
225	0.02052866546
226	0.02038947264
227	0.02021388974
228	0.0201549043
229	0.02009419057
230	0.01994259934
231	0.01989664142
232	0.01970818953
233	0.01955903771
234	0.01948823047
235	0.01930714225
236	0.01914366683
237	0.0189750778
238	0.0188924129
239	0.01868983482
240	0.01862579725
241	0.01855311361
242	0.01835127323
243	0.01825132437
244	0.01821074449
245	0.01808146891
246	0.01801823831
247	0.0179451288
248	0.01785967828
249	0.01780689899
250	0.01770500978
251	0.01755289161
252	0.01740103476
253	0.01726813593
254	0.01721896464
255	0.0171702691
256	0.01705244915
257	0.01690682086
258	0.01673125983
259	0.01655217276
260	0.01643017792
261	0.01634030846
262	0.01630684154
263	0.01619027178
264	0.01607376485
265	0.0160382774
266	0.01593979547
267	0.01582706299
268	0.0157700705
269	0.01565751313
270	0.01553229865
271	0.01541485006
272	0.01530095555
273	0.01525351542
274	0.01519445643
275	0.01507477952
276	0.01504588134
277	0.01500967604
278	0.01494707216
279	0.01483482046
280	0.01472372647
281	0.01460124981
282	0.01448767092
283	0.01439400407
284	0.01427653421
285	0.01420334735
286	0.01413841844
287	0.01403533731
288	0.01394317639
289	0.01384151311
290	0.01379889125
291	0.01375454791
292	0.0136785473
293	0.01358007886
294	0.01355146248
295	0.01346937211
296	0.01337009306
297	0.01327618201
298	0.01322127443
299	0.01312911724
300	0.01303811405
301	0.01292921321
302	0.01283824212
303	0.01275480244
304	0.01266041409
305	0.01256404582
306	0.01248001203
307	0.01239664177
308	0.01231460635
309	0.01223324119
310	0.01215458125
311	0.01207665105
312	0.01199144474
313	0.01191451284
314	0.01183132428
315	0.01175612617
316	0.01168180699
317	0.011608198
318	0.01154388508
319	0.01153101268
320	0.01145883815
321	0.01142805863
322	0.01135167832
323	0.01128855463
324	0.01121930376
325	0.0111510284
326	0.01108171437
327	0.01100889036
328	0.01094291122
329	0.01087940429
330	0.01081494608
331	0.01075101459
332	0.01068405782
333	0.01067094135
334	0.01060859797
335	0.01054706811
336	0.01049339909
337	0.01043291515
338	0.01038701512
339	0.01032267278
340	0.01026395338
341	0.01020590712
342	0.0101487693
343	0.01009179242
344	0.01008090745
345	0.01002567768
346	0.009970128926
347	0.00991520039
348	0.009860813441
349	0.009807086185
350	0.00975367699
351	0.009700860859
352	0.00964392052
353	0.009577175467
354	0.009526171165
355	0.009475887691
356	0.009425742083
357	0.00937643667
358	0.009327622692
359	0.009278840682
360	0.009230957585
361	0.009183540259
362	0.009173906179
363	0.009126863645
364	0.009073697338
365	0.009027616303
366	0.008983570703
367	0.008938320923
368	0.008898904807
369	0.008854513983
370	0.00881060782
371	0.008767043818
372	0.008719728906
373	0.008678849948
374	0.008645978564
375	0.008599866806
376	0.008561993137
377	0.008520422092
378	0.008479611162
379	0.008438980987
380	0.008398708695
381	0.008355300364
382	0.008317124863
383	0.008274263057
384	0.008231687875
385	0.008192311608
386	0.0081541086
387	0.008116010243
388	0.008080368305
389	0.008043438732
390	0.008006614893
391	0.007970195305
392	0.007934313413
393	0.007894928911
394	0.007856664409
395	0.007825155711
396	0.00779279375
397	0.007755086003
398	0.007724843945
399	0.007691019605
